TransactionID,CustomerID,AccountID,AccountType,TransactionType,Product,Firm,Region,Manager,TransactionDate,TransactionAmount,AccountBalance,RiskScore,CreditRating,TenureMonths,Month,Year,Txn_Category,Gap,Inactive_Flag,CreditAmount,DebitAmount
70,CUST1114,ACC25132,savings,withdrawal,Credit Card,Firm E,Central,Manager 3,2023-01-06,33332.02351,32300.18328,0.910128082,836,14,2023-01,2023,debit,4.0,Active,0.0,33332.02351
194,CUST3006,ACC25132,current,payment,Savings Account,Firm C,North,Manager 2,2023-02-04,30620.31566,91898.7311,0.714405691,439,108,2023-02,2023,debit,29.0,Active,0.0,30620.31566
50,CUST3059,ACC25132,credit,withdrawal,Personal Loan,Firm A,East,Manager 3,2023-02-14,62403.52705,76653.33121,0.500766456,609,218,2023-02,2023,debit,10.0,Active,0.0,62403.52705
128,CUST9038,ACC25132,savings,transfer,Mutual Fund,Firm E,Central,Manager 3,2023-11-24,38305.04456,104621.2725,0.403719117,488,217,2023-11,2023,credit,283.0,Inactive,38305.04456,0.0
35,CUST9683,ACC25811,current,payment,Savings Account,Firm D,West,Manager 4,2023-01-10,56202.83256,69891.39127,0.396662205,424,170,2023-01,2023,debit,0.0,Active,0.0,56202.83256
83,CUST6735,ACC25811,loan,deposit,Personal Loan,Firm D,East,Manager 3,2023-02-14,45709.42234,69140.34571,0.749747099,478,87,2023-02,2023,credit,35.0,Active,45709.42234,0.0
82,CUST2716,ACC25811,loan,withdrawal,Home Loan,Firm E,East,Manager 4,2023-08-22,19450.36695,82502.84111,0.657171817,749,89,2023-08,2023,debit,189.0,Inactive,0.0,19450.36695
81,CUST5253,ACC25811,savings,transfer,Mutual Fund,Firm C,Central,Manager 3,2023-10-19,11190.15925,28398.7263,0.199667757,520,231,2023-10,2023,credit,58.0,Active,11190.15925,0.0
13,CUST9683,ACC26026,credit,withdrawal,Savings Account,Firm C,North,Manager 4,2023-02-05,22055.38381,123866.7604,0.519316091,699,197,2023-02,2023,debit,0.0,Active,0.0,22055.38381
171,CUST8765,ACC26026,current,withdrawal,Credit Card,Firm B,East,Manager 1,2023-09-26,58373.51137,34155.14098,0.331022179,488,24,2023-09,2023,debit,233.0,Inactive,0.0,58373.51137
12,CUST6565,ACC26026,current,payment,Credit Card,Firm B,Central,Manager 1,2024-01-20,53397.96349,70720.01573,0.421701771,402,14,2024-01,2024,debit,116.0,Inactive,0.0,53397.96349
60,CUST1644,ACC26940,savings,withdrawal,Credit Card,Firm D,South,Manager 1,2023-10-31,89131.56911,78090.18043,0.33925355,545,222,2023-10,2023,debit,0.0,Active,0.0,89131.56911
109,CUST9066,ACC26940,loan,deposit,Savings Account,Firm E,Central,Manager 1,2023-11-20,99913.09007,118753.7953,0.242971212,538,193,2023-11,2023,credit,20.0,Active,99913.09007,0.0
16,CUST4373,ACC26940,savings,withdrawal,Mutual Fund,Firm B,Central,Manager 2,2024-05-22,29709.73385,84243.52807,0.610276172,793,183,2024-05,2024,debit,184.0,Inactive,0.0,29709.73385
50,CUST9683,ACC26956,loan,transfer,Mutual Fund,Firm A,West,Manager 3,2024-03-23,15603.45212,49126.09978,0.348047341,344,119,2024-03,2024,credit,0.0,Active,15603.45212,0.0
142,CUST5174,ACC26973,loan,deposit,Personal Loan,Firm A,West,Manager 1,2023-09-19,57426.7119,110588.4392,0.277613539,492,128,2023-09,2023,credit,0.0,Active,57426.7119,0.0
121,CUST7730,ACC26973,current,payment,Home Loan,Firm B,North,Manager 1,2024-02-09,48164.13332,-8762.711283,0.816948167,475,52,2024-02,2024,debit,143.0,Inactive,0.0,48164.13332
44,CUST4595,ACC26973,loan,payment,Credit Card,Firm B,Central,Manager 4,2024-02-21,5472.247124,82801.32423,0.646607401,695,72,2024-02,2024,debit,12.0,Active,0.0,5472.247124
15,CUST7173,ACC26973,current,transfer,Personal Loan,Firm C,Central,Manager 4,2024-05-22,106030.2264,63246.49505,0.468626928,349,169,2024-05,2024,credit,91.0,Inactive,106030.2264,0.0
97,CUST6038,ACC26973,loan,transfer,Home Loan,Firm B,North,Manager 1,2024-05-24,71932.99852,45817.50624,0.268674581,622,114,2024-05,2024,credit,2.0,Active,71932.99852,0.0
15,CUST1776,ACC28154,savings,payment,Personal Loan,Firm D,East,Manager 3,2023-01-06,51263.0969,53423.00545,0.281745196,719,103,2023-01,2023,debit,0.0,Active,0.0,51263.0969
59,CUST1114,ACC28154,loan,payment,Credit Card,Firm C,South,Manager 3,2023-11-17,24282.05761,-97.39283376,0.139303091,636,76,2023-11,2023,debit,315.0,Inactive,0.0,24282.05761
176,CUST8318,ACC28154,loan,deposit,Mutual Fund,Firm B,Central,Manager 1,2024-02-09,25764.50451,95766.76022,0.146555778,648,159,2024-02,2024,credit,84.0,Inactive,25764.50451,0.0
93,CUST3810,ACC28154,credit,payment,Home Loan,Firm C,Central,Manager 1,2024-02-18,21207.76196,104252.3841,0.39999207,404,151,2024-02,2024,debit,9.0,Active,0.0,21207.76196
172,CUST3306,ACC28292,savings,withdrawal,Mutual Fund,Firm E,East,Manager 3,2023-04-23,50610.27723,109891.9097,0.363816256,449,142,2023-04,2023,debit,0.0,Active,0.0,50610.27723
156,CUST8772,ACC28292,loan,payment,Mutual Fund,Firm C,West,Manager 1,2023-04-23,43001.35237,57888.15573,0.593935256,414,183,2023-04,2023,debit,0.0,Active,0.0,43001.35237
160,CUST3059,ACC28292,current,payment,Mutual Fund,Firm E,South,Manager 4,2023-05-11,63072.38174,35088.75351,0.283857785,486,215,2023-05,2023,debit,18.0,Active,0.0,63072.38174
126,CUST4780,ACC28292,credit,payment,Personal Loan,Firm D,South,Manager 1,2023-07-25,-7628.914828,90169.7712,0.297896546,828,20,2023-07,2023,debit,75.0,Inactive,0.0,-7628.914828
15,CUST6526,ACC28292,credit,payment,Home Loan,Firm E,North,Manager 3,2023-08-23,20420.39117,-7594.899508,0.212991843,541,201,2023-08,2023,debit,29.0,Active,0.0,20420.39117
40,CUST6038,ACC28292,current,withdrawal,Personal Loan,Firm D,East,Manager 4,2023-11-29,62448.64899,48162.54242,0.463641759,394,208,2023-11,2023,debit,98.0,Inactive,0.0,62448.64899
138,CUST2067,ACC28292,credit,deposit,Savings Account,Firm B,West,Manager 4,2024-01-08,35930.46511,69716.54246,0.456503389,324,68,2024-01,2024,credit,40.0,Active,35930.46511,0.0
189,CUST1768,ACC28292,savings,withdrawal,Personal Loan,Firm C,East,Manager 1,2024-02-04,33302.06593,41455.02308,0.581711387,475,156,2024-02,2024,debit,27.0,Active,0.0,33302.06593
166,CUST8461,ACC28292,current,transfer,Mutual Fund,Firm B,Central,Manager 2,2024-04-16,47644.51746,-2250.087452,0.406042581,408,24,2024-04,2024,credit,72.0,Inactive,47644.51746,0.0
58,CUST3015,ACC28292,current,deposit,Credit Card,Firm B,Central,Manager 1,2024-04-21,12416.04732,69752.32456,0.369973665,849,171,2024-04,2024,credit,5.0,Active,12416.04732,0.0
37,CUST1042,ACC28295,current,payment,Personal Loan,Firm E,West,Manager 3,2023-03-26,-25289.82472,40794.07619,0.515020096,549,238,2023-03,2023,debit,0.0,Active,0.0,-25289.82472
158,CUST7887,ACC28295,current,payment,Home Loan,Firm D,East,Manager 3,2023-09-19,22461.92216,65020.25745,0.229619188,756,197,2023-09,2023,debit,177.0,Inactive,0.0,22461.92216
62,CUST1555,ACC28295,savings,transfer,Personal Loan,Firm D,North,Manager 2,2023-09-26,37415.67416,75427.07339,0.45761225,329,144,2023-09,2023,credit,7.0,Active,37415.67416,0.0
126,CUST2188,ACC28295,savings,withdrawal,Savings Account,Firm C,East,Manager 4,2024-01-01,70592.36204,116123.6383,0.602758369,699,163,2024-01,2024,debit,97.0,Inactive,0.0,70592.36204
168,CUST7493,ACC28295,credit,transfer,Personal Loan,Firm E,Central,Manager 4,2024-04-25,94588.41022,82780.80714,0.721835126,498,196,2024-04,2024,credit,115.0,Inactive,94588.41022,0.0
151,CUST2018,ACC28295,loan,deposit,Savings Account,Firm E,East,Manager 2,2024-05-24,61445.42457,94539.20942,0.677843472,747,149,2024-05,2024,credit,29.0,Active,61445.42457,0.0
185,CUST7002,ACC28305,loan,withdrawal,Credit Card,Firm E,Central,Manager 3,2023-11-29,71496.66776,50667.21955,0.589174865,600,47,2023-11,2023,debit,0.0,Active,0.0,71496.66776
188,CUST3449,ACC28305,savings,withdrawal,Mutual Fund,Firm E,South,Manager 2,2024-04-16,36590.93953,45986.26007,0.238109121,684,54,2024-04,2024,debit,139.0,Inactive,0.0,36590.93953
117,CUST6210,ACC28305,credit,payment,Mutual Fund,Firm E,East,Manager 1,2024-05-24,28376.64738,38030.9506,0.209883633,715,91,2024-05,2024,debit,38.0,Active,0.0,28376.64738
51,CUST1887,ACC28612,loan,deposit,Mutual Fund,Firm C,North,Manager 2,2023-10-23,50577.10631,100211.5105,0.489179348,426,142,2023-10,2023,credit,0.0,Active,50577.10631,0.0
145,CUST1913,ACC28612,loan,transfer,Credit Card,Firm A,South,Manager 1,2023-11-24,38914.62052,55159.06868,0.751059688,694,141,2023-11,2023,credit,32.0,Active,38914.62052,0.0
79,CUST1497,ACC28612,loan,payment,Savings Account,Firm C,West,Manager 4,2023-12-30,45491.5728,46887.78279,0.659176425,538,232,2023-12,2023,debit,36.0,Active,0.0,45491.5728
115,CUST3602,ACC29007,current,payment,Mutual Fund,Firm E,North,Manager 3,2023-04-30,16790.22436,98078.43,0.900822008,779,201,2023-04,2023,debit,0.0,Active,0.0,16790.22436
38,CUST5385,ACC29007,credit,deposit,Mutual Fund,Firm A,East,Manager 2,2023-09-08,9736.152066,39810.84106,0.373450463,818,236,2023-09,2023,credit,131.0,Inactive,9736.152066,0.0
45,CUST9754,ACC29007,savings,deposit,Mutual Fund,Firm C,South,Manager 3,2023-10-04,3517.376018,107935.7992,0.181495516,595,52,2023-10,2023,credit,26.0,Active,3517.376018,0.0
138,CUST5574,ACC29007,credit,withdrawal,Savings Account,Firm D,North,Manager 4,2023-12-17,5163.427045,58460.39654,0.511710408,449,116,2023-12,2023,debit,74.0,Inactive,0.0,5163.427045
196,CUST8155,ACC29231,credit,payment,Personal Loan,Firm A,North,Manager 1,2023-03-16,60130.49523,72169.63429,0.496056674,653,180,2023-03,2023,debit,0.0,Active,0.0,60130.49523
170,CUST4780,ACC29231,savings,deposit,Personal Loan,Firm C,West,Manager 3,2023-06-01,25103.80325,146900.8085,0.688929813,664,36,2023-06,2023,credit,77.0,Inactive,25103.80325,0.0
85,CUST8279,ACC29231,credit,transfer,Mutual Fund,Firm A,South,Manager 3,2024-03-22,3020.352409,89355.51223,0.758318413,821,15,2024-03,2024,credit,295.0,Inactive,3020.352409,0.0
65,CUST5385,ACC29356,current,transfer,Personal Loan,Firm A,South,Manager 4,2023-08-06,59464.83278,57651.62651,0.205727055,624,123,2023-08,2023,credit,0.0,Active,59464.83278,0.0
192,CUST9754,ACC29356,savings,withdrawal,Personal Loan,Firm D,West,Manager 2,2023-08-17,9452.622638,72853.25785,0.51418282,391,170,2023-08,2023,debit,11.0,Active,0.0,9452.622638
157,CUST9535,ACC29356,current,payment,Credit Card,Firm A,Central,Manager 1,2023-09-13,38164.46807,121390.4033,0.210561108,689,214,2023-09,2023,debit,27.0,Active,0.0,38164.46807
99,CUST5320,ACC29356,current,withdrawal,Home Loan,Firm D,West,Manager 2,2023-09-19,52029.03692,101542.3201,1.079057023,505,11,2023-09,2023,debit,6.0,Active,0.0,52029.03692
74,CUST9754,ACC29356,loan,deposit,Personal Loan,Firm D,North,Manager 1,2023-10-21,27344.62435,113650.6213,0.21295351,684,16,2023-10,2023,credit,32.0,Active,27344.62435,0.0
136,CUST3602,ACC29356,current,transfer,Savings Account,Firm C,South,Manager 3,2023-10-26,74189.14293,85402.51139,0.661080519,365,163,2023-10,2023,credit,5.0,Active,74189.14293,0.0
170,CUST2357,ACC29356,loan,withdrawal,Personal Loan,Firm D,East,Manager 4,2024-01-20,79365.14316,102568.9506,0.361710564,680,34,2024-01,2024,debit,86.0,Inactive,0.0,79365.14316
73,CUST6526,ACC29356,loan,payment,Credit Card,Firm E,North,Manager 1,2024-02-21,77047.03988,98818.10404,0.818842114,590,61,2024-02,2024,debit,32.0,Active,0.0,77047.03988
121,CUST8660,ACC29356,credit,transfer,Home Loan,Firm B,Central,Manager 2,2024-03-12,18516.58546,72318.16005,0.394558986,361,44,2024-03,2024,credit,20.0,Active,18516.58546,0.0
125,CUST2942,ACC29396,savings,deposit,Mutual Fund,Firm B,West,Manager 1,2023-02-26,39888.00143,76910.05862,0.495719046,341,122,2023-02,2023,credit,0.0,Active,39888.00143,0.0
149,CUST5545,ACC29396,savings,transfer,Credit Card,Firm B,South,Manager 1,2023-03-16,82049.2005,123838.8067,0.738166209,638,47,2023-03,2023,credit,18.0,Active,82049.2005,0.0
137,CUST6038,ACC29396,loan,payment,Credit Card,Firm C,East,Manager 2,2023-04-19,46207.91292,42042.8552,0.127481543,416,212,2023-04,2023,debit,34.0,Active,0.0,46207.91292
32,CUST3131,ACC29396,savings,transfer,Personal Loan,Firm D,West,Manager 4,2023-06-06,92764.25871,65176.65395,0.463274118,848,171,2023-06,2023,credit,48.0,Active,92764.25871,0.0
6,CUST5385,ACC29396,loan,payment,Credit Card,Firm A,West,Manager 2,2023-08-10,41901.77776,114749.6626,0.673299439,612,160,2023-08,2023,debit,65.0,Inactive,0.0,41901.77776
195,CUST5920,ACC29396,credit,transfer,Personal Loan,Firm D,East,Manager 3,2023-11-20,71906.85992,92425.09938,0.576964331,367,135,2023-11,2023,credit,102.0,Inactive,71906.85992,0.0
134,CUST5174,ACC29396,loan,withdrawal,Mutual Fund,Firm A,South,Manager 4,2023-11-25,84840.37275,50709.54647,0.650704461,489,74,2023-11,2023,debit,5.0,Active,0.0,84840.37275
77,CUST1497,ACC29396,loan,payment,Home Loan,Firm B,West,Manager 1,2023-12-10,23161.63156,76564.43785,1.055719951,491,25,2023-12,2023,debit,15.0,Active,0.0,23161.63156
34,CUST7395,ACC29477,current,withdrawal,Mutual Fund,Firm C,East,Manager 2,2023-05-26,25836.98743,94064.43746,0.893741145,848,96,2023-05,2023,debit,0.0,Active,0.0,25836.98743
188,CUST6350,ACC29477,current,transfer,Personal Loan,Firm D,East,Manager 1,2023-07-30,23704.19388,16008.86668,0.457562467,527,17,2023-07,2023,credit,65.0,Inactive,23704.19388,0.0
31,CUST5920,ACC29477,loan,deposit,Home Loan,Firm B,Central,Manager 2,2023-10-19,108199.4219,-7930.044232,0.587094298,357,197,2023-10,2023,credit,81.0,Inactive,108199.4219,0.0
101,CUST8772,ACC29646,credit,deposit,Savings Account,Firm E,North,Manager 1,2024-05-04,36055.57428,65702.29002,0.33999291,791,87,2024-05,2024,credit,0.0,Active,36055.57428,0.0
70,CUST9683,ACC30146,savings,transfer,Credit Card,Firm B,North,Manager 2,2023-03-13,38590.38559,40764.53274,0.544225279,793,112,2023-03,2023,credit,0.0,Active,38590.38559,0.0
76,CUST3153,ACC30146,savings,deposit,Personal Loan,Firm B,West,Manager 4,2024-05-04,84232.18852,117294.7856,0.718054565,533,151,2024-05,2024,credit,418.0,Inactive,84232.18852,0.0
99,CUST6937,ACC30787,savings,payment,Savings Account,Firm B,Central,Manager 3,2023-07-05,20166.15002,30523.18879,0.442989075,609,45,2023-07,2023,debit,0.0,Active,0.0,20166.15002
76,CUST8028,ACC30787,savings,deposit,Mutual Fund,Firm C,Central,Manager 3,2023-09-10,95692.3736,71932.15624,0.64149329,642,228,2023-09,2023,credit,67.0,Inactive,95692.3736,0.0
101,CUST9564,ACC30787,current,withdrawal,Savings Account,Firm A,South,Manager 2,2023-09-24,80287.26871,43041.32863,0.509672843,571,42,2023-09,2023,debit,14.0,Active,0.0,80287.26871
103,CUST7994,ACC30787,savings,deposit,Home Loan,Firm B,Central,Manager 1,2023-11-24,3275.313341,69912.69947,0.309672871,406,136,2023-11,2023,credit,61.0,Inactive,3275.313341,0.0
100,CUST5558,ACC30787,credit,payment,Credit Card,Firm D,North,Manager 3,2024-01-20,81104.91216,87219.98865,0.443967512,555,195,2024-01,2024,debit,57.0,Active,0.0,81104.91216
32,CUST2694,ACC30852,current,payment,Savings Account,Firm B,North,Manager 2,2023-08-11,79185.3666,97537.3143,0.463687334,724,163,2023-08,2023,debit,0.0,Active,0.0,79185.3666
184,CUST3762,ACC31539,credit,withdrawal,Credit Card,Firm D,East,Manager 4,2023-01-13,75987.2194,7294.109875,0.495173843,342,176,2023-01,2023,debit,0.0,Active,0.0,75987.2194
56,CUST9038,ACC31539,savings,deposit,Personal Loan,Firm A,Central,Manager 2,2023-04-26,25819.70053,5627.717129,0.371166191,656,12,2023-04,2023,credit,103.0,Inactive,25819.70053,0.0
58,CUST2578,ACC31539,current,payment,Personal Loan,Firm D,Central,Manager 2,2023-10-20,64188.76389,50634.03454,0.30076816,510,37,2023-10,2023,debit,177.0,Inactive,0.0,64188.76389
90,CUST8529,ACC31539,credit,payment,Home Loan,Firm E,Central,Manager 4,2024-02-05,56709.75712,73116.29325,0.416195431,727,42,2024-02,2024,debit,108.0,Inactive,0.0,56709.75712
198,CUST5558,ACC31539,savings,payment,Personal Loan,Firm E,East,Manager 4,2024-05-28,73879.20666,52666.81354,0.19282825,638,216,2024-05,2024,debit,113.0,Inactive,0.0,73879.20666
153,CUST8318,ACC31539,credit,withdrawal,Home Loan,Firm B,South,Manager 1,2024-06-07,106179.723,81776.66172,0.215623335,662,197,2024-06,2024,debit,10.0,Active,0.0,106179.723
69,CUST4669,ACC31902,savings,deposit,Credit Card,Firm E,South,Manager 3,2023-04-19,130149.3799,51092.98942,0.878365307,748,127,2023-04,2023,credit,0.0,Active,130149.3799,0.0
79,CUST1962,ACC31902,current,withdrawal,Personal Loan,Firm E,South,Manager 1,2023-08-16,45180.46191,48328.69388,0.188760642,515,89,2023-08,2023,debit,119.0,Inactive,0.0,45180.46191
111,CUST7459,ACC31902,current,deposit,Mutual Fund,Firm D,West,Manager 1,2023-12-10,74307.56277,54072.42266,0.62445206,633,237,2023-12,2023,credit,116.0,Inactive,74307.56277,0.0
82,CUST8874,ACC31902,loan,payment,Personal Loan,Firm D,West,Manager 2,2023-12-21,26401.16586,88714.61015,0.10788486,772,53,2023-12,2023,debit,11.0,Active,0.0,26401.16586
63,CUST4346,ACC31902,current,payment,Mutual Fund,Firm D,East,Manager 4,2024-03-02,55158.03714,133830.378,0.567534924,325,71,2024-03,2024,debit,72.0,Inactive,0.0,55158.03714
128,CUST2694,ACC32212,savings,withdrawal,Credit Card,Firm E,South,Manager 4,2023-02-05,40931.69888,81741.11057,0.233257296,363,81,2023-02,2023,debit,0.0,Active,0.0,40931.69888
173,CUST4373,ACC32212,current,withdrawal,Home Loan,Firm C,West,Manager 4,2023-05-05,73677.76309,19046.08483,0.623346328,773,183,2023-05,2023,debit,89.0,Inactive,0.0,73677.76309
60,CUST4346,ACC32212,credit,payment,Credit Card,Firm C,East,Manager 2,2023-11-17,116937.5944,98135.60805,0.317115764,801,68,2023-11,2023,debit,196.0,Inactive,0.0,116937.5944
168,CUST9754,ACC32212,loan,withdrawal,Home Loan,Firm E,Central,Manager 2,2023-12-17,31887.88648,38493.16196,0.425136477,617,216,2023-12,2023,debit,30.0,Active,0.0,31887.88648
4,CUST8529,ACC32212,current,deposit,Mutual Fund,Firm E,West,Manager 4,2023-12-30,94602.32081,92272.73895,0.681074403,353,191,2023-12,2023,credit,13.0,Active,94602.32081,0.0
129,CUST2018,ACC32212,credit,deposit,Home Loan,Firm D,East,Manager 2,2024-02-17,26008.41896,67899.41754,0.572998505,340,147,2024-02,2024,credit,49.0,Active,26008.41896,0.0
112,CUST6776,ACC32627,loan,payment,Credit Card,Firm D,South,Manager 2,2023-01-13,27016.47778,147267.0797,0.737406655,594,59,2023-01,2023,debit,0.0,Active,0.0,27016.47778
133,CUST6351,ACC32627,current,withdrawal,Savings Account,Firm D,North,Manager 1,2023-03-13,43107.53554,66514.62722,0.236976176,591,223,2023-03,2023,debit,59.0,Active,0.0,43107.53554
55,CUST2443,ACC32627,credit,deposit,Mutual Fund,Firm B,North,Manager 2,2023-07-25,70765.07033,63233.41015,0.46896902,444,147,2023-07,2023,credit,134.0,Inactive,70765.07033,0.0
96,CUST5916,ACC32627,loan,transfer,Mutual Fund,Firm D,North,Manager 3,2023-12-21,87894.32269,87004.621,0.846318946,787,115,2023-12,2023,credit,149.0,Inactive,87894.32269,0.0
97,CUST5174,ACC32627,credit,withdrawal,Mutual Fund,Firm E,West,Manager 1,2024-01-17,88827.84866,104295.1329,0.424871407,340,22,2024-01,2024,debit,27.0,Active,0.0,88827.84866
70,CUST3041,ACC32627,current,transfer,Home Loan,Firm C,West,Manager 3,2024-06-16,19680.0828,28875.89087,0.574492648,649,166,2024-06,2024,credit,151.0,Inactive,19680.0828,0.0
98,CUST7173,ACC32890,current,withdrawal,Savings Account,Firm A,West,Manager 1,2023-02-26,54900.30674,62079.11119,0.372044036,340,132,2023-02,2023,debit,0.0,Active,0.0,54900.30674
170,CUST5705,ACC32890,credit,payment,Personal Loan,Firm C,Central,Manager 2,2023-03-26,15689.86272,67666.08096,0.923511105,409,165,2023-03,2023,debit,28.0,Active,0.0,15689.86272
199,CUST3059,ACC32890,savings,payment,Credit Card,Firm B,North,Manager 2,2023-11-07,25506.16436,73576.03395,-0.093507591,572,143,2023-11,2023,debit,226.0,Inactive,0.0,25506.16436
100,CUST8344,ACC32890,loan,transfer,Savings Account,Firm E,North,Manager 4,2024-04-25,53738.39261,97043.62788,0.760380584,498,151,2024-04,2024,credit,170.0,Inactive,53738.39261,0.0
90,CUST4461,ACC33287,credit,deposit,Personal Loan,Firm E,South,Manager 2,2023-03-08,96244.93547,16531.53977,0.956349529,812,69,2023-03,2023,credit,0.0,Active,96244.93547,0.0
4,CUST3315,ACC33287,credit,deposit,Personal Loan,Firm B,South,Manager 3,2023-04-17,78277.54877,84289.0171,0.567466467,708,22,2023-04,2023,credit,40.0,Active,78277.54877,0.0
93,CUST9209,ACC33287,current,payment,Home Loan,Firm D,Central,Manager 1,2023-04-17,57472.86249,97148.87076,0.44664148,709,230,2023-04,2023,debit,0.0,Active,0.0,57472.86249
195,CUST5121,ACC33287,loan,deposit,Personal Loan,Firm D,Central,Manager 1,2023-08-16,69752.54851,-37293.60025,0.712260764,730,202,2023-08,2023,credit,121.0,Inactive,69752.54851,0.0
39,CUST6319,ACC33287,savings,deposit,Home Loan,Firm B,West,Manager 3,2023-08-22,84823.87119,68745.32759,0.425209966,366,138,2023-08,2023,credit,6.0,Active,84823.87119,0.0
52,CUST7855,ACC33287,credit,payment,Home Loan,Firm B,East,Manager 1,2023-12-10,116384.8674,95777.50538,0.529809843,610,37,2023-12,2023,debit,110.0,Inactive,0.0,116384.8674
185,CUST8155,ACC33287,savings,transfer,Savings Account,Firm D,North,Manager 3,2024-02-09,27378.93959,56575.45694,0.643963262,647,191,2024-02,2024,credit,61.0,Inactive,27378.93959,0.0
146,CUST2842,ACC33287,credit,deposit,Home Loan,Firm E,West,Manager 1,2024-06-08,61255.52247,92881.7322,0.427752735,681,34,2024-06,2024,credit,120.0,Inactive,61255.52247,0.0
62,CUST6549,ACC34119,current,deposit,Savings Account,Firm D,West,Manager 3,2023-11-29,66165.36577,76612.30548,0.524411235,638,57,2023-11,2023,credit,0.0,Active,66165.36577,0.0
48,CUST9754,ACC34119,current,payment,Savings Account,Firm D,East,Manager 3,2024-03-22,35325.57765,93010.69263,0.448971695,525,199,2024-03,2024,debit,114.0,Inactive,0.0,35325.57765
146,CUST4769,ACC34119,savings,transfer,Credit Card,Firm A,South,Manager 4,2024-05-02,35517.07002,47038.78881,0.533917906,574,177,2024-05,2024,credit,41.0,Active,35517.07002,0.0
159,CUST2067,ACC34431,loan,payment,Credit Card,Firm B,South,Manager 4,2023-03-03,61917.40795,97533.26388,0.638124712,652,109,2023-03,2023,debit,0.0,Active,0.0,61917.40795
102,CUST3609,ACC34431,loan,payment,Home Loan,Firm E,Central,Manager 2,2024-06-11,52516.73387,78811.90779,0.052259717,473,189,2024-06,2024,debit,466.0,Inactive,0.0,52516.73387
85,CUST1913,ACC34568,loan,payment,Mutual Fund,Firm E,West,Manager 4,2023-05-26,13612.2447,29300.88075,0.633351945,369,220,2023-05,2023,debit,0.0,Active,0.0,13612.2447
143,CUST4360,ACC34568,current,payment,Mutual Fund,Firm E,East,Manager 2,2023-07-06,31117.7343,78930.95429,0.452871076,422,201,2023-07,2023,debit,41.0,Active,0.0,31117.7343
17,CUST5920,ACC34821,savings,transfer,Personal Loan,Firm A,West,Manager 1,2023-05-12,73410.25477,43559.7153,0.145562277,336,49,2023-05,2023,credit,0.0,Active,73410.25477,0.0
111,CUST8529,ACC34821,credit,withdrawal,Savings Account,Firm B,South,Manager 4,2023-09-11,63101.51893,52649.2239,0.284473481,708,31,2023-09,2023,debit,122.0,Inactive,0.0,63101.51893
109,CUST2871,ACC34821,credit,transfer,Credit Card,Firm D,Central,Manager 3,2023-11-17,-27273.43582,64365.38279,0.433059143,431,230,2023-11,2023,credit,67.0,Inactive,-27273.43582,0.0
103,CUST3041,ACC34821,savings,deposit,Home Loan,Firm B,North,Manager 3,2024-03-23,63709.51436,175247.5395,0.504832166,352,192,2024-03,2024,credit,127.0,Inactive,63709.51436,0.0
173,CUST1888,ACC35163,savings,withdrawal,Credit Card,Firm A,West,Manager 4,2024-01-12,58499.18423,97258.25248,0.608610365,642,37,2024-01,2024,debit,0.0,Active,0.0,58499.18423
118,CUST1189,ACC35419,credit,payment,Savings Account,Firm C,Central,Manager 3,2023-05-29,54794.2096,87465.68742,0.538006784,765,184,2023-05,2023,debit,0.0,Active,0.0,54794.2096
124,CUST2871,ACC35419,credit,withdrawal,Savings Account,Firm D,East,Manager 1,2023-07-05,18182.79132,16346.24674,0.551568781,673,77,2023-07,2023,debit,37.0,Active,0.0,18182.79132
194,CUST5610,ACC35419,current,transfer,Personal Loan,Firm A,West,Manager 4,2024-01-08,53350.04592,68881.98827,1.030270435,762,202,2024-01,2024,credit,187.0,Inactive,53350.04592,0.0
13,CUST9525,ACC35419,current,payment,Mutual Fund,Firm B,South,Manager 3,2024-01-20,53691.61517,89788.61765,0.580636428,827,12,2024-01,2024,debit,12.0,Active,0.0,53691.61517
100,CUST5385,ACC36079,loan,payment,Home Loan,Firm E,Central,Manager 4,2024-01-20,28560.6976,94563.2096,0.806058017,357,165,2024-01,2024,debit,0.0,Active,0.0,28560.6976
50,CUST8390,ACC36079,savings,transfer,Savings Account,Firm B,East,Manager 1,2024-05-22,75811.39706,102599.5009,0.121922762,816,178,2024-05,2024,credit,123.0,Inactive,75811.39706,0.0
164,CUST2349,ACC37688,current,deposit,Savings Account,Firm C,South,Manager 1,2023-01-02,60902.87103,122661.5538,0.335226684,527,77,2023-01,2023,credit,0.0,Active,60902.87103,0.0
43,CUST5253,ACC37688,savings,deposit,Mutual Fund,Firm E,West,Manager 3,2023-02-14,10173.28589,13664.85657,0.433019414,577,215,2023-02,2023,credit,43.0,Active,10173.28589,0.0
175,CUST1042,ACC37688,credit,deposit,Mutual Fund,Firm C,West,Manager 1,2023-05-04,73704.40577,92953.60205,0.341422272,778,16,2023-05,2023,credit,79.0,Inactive,73704.40577,0.0
173,CUST2443,ACC37688,loan,withdrawal,Savings Account,Firm C,East,Manager 4,2023-05-24,30988.78467,30407.10444,0.678561452,536,239,2023-05,2023,debit,20.0,Active,0.0,30988.78467
29,CUST7493,ACC37688,current,payment,Savings Account,Firm D,North,Manager 2,2023-10-03,75983.68118,8597.996058,0.45799066,810,231,2023-10,2023,debit,132.0,Inactive,0.0,75983.68118
